ID;NAME;ORGANISATION;BERUF;PSEUDONYM;ANMERKUNGEN;GND;Geburtsdatum;Sterbedatum
1306;Jerichau-Baumann, Elisabeth Maria Anna;False;Graphik;;;;1819;1891
1307;Jerusalem, Friederike Magdalene;False;Text;;;;1759;1836
1308;Johannot, Charles;False;Graphik;;;;1798;1825
1309;Johannot, Tony;False;Graphik;;;;1803;1852
1310;John, Friedrich;False;Graphik;;;;1769;1843
1311;Jöntzen;False;Graphik;;;;;1843
1312;Jordan, Rudolf;False;Graphik;;;;1810;1887
1313;Jördens, Gustav;False;Text;;;;1785;1834
1314;Jördens, Karl Heinrich;False;Text u. Hrsg;;;;1757;1835
1315;Jouvenet, Jean III;False;Graphik;;;;1644;1717
1316;Jügel, Friedrich;False;Graphik;;;;;1833
1317;Juillerat, Jacques Henri;False;Graphik;;;;1777;1860
1318;Juncker, Karl Ludwig;False;Hrsg u. Text u. Musik;;;;;1797
1319;Jung-Stilling, Johann Heinrich;False;Text u. Hrsg;;;;1740;1817
1320;Jung, Franz Wilhelm;False;Text;;;;1757;1833
1321;Jung, Johann Heinrich;False;Text;;;;1715;1799
1322;Junge, Friedrich August;False;Graphik;;;;1781;1841
1323;Junge, Gottlob;False;Graphik;;;;;1806
1324;Jünger, Johann Friedrich;False;Text;;;;1759;1797
1325;Junker, Christian;False;Graphik;;;;1757;1841
1326;Jury, Wilhelm;False;Graphik;;;;1763;1829
1327;Justi, Karl Wilhelm;False;Text;;;;1767;1846
1328;Kaaz, Carl Ludwig;False;Graphik;;;;1773;1810
1329;Kadlik, Franz;False;Graphik;;;;1786;1840
1330;Kaergling-Pacher, Henriette;False;Graphik;;;;1821;
1331;Käfer, Viktor;False;Text;;;;e. 1839;
1332;Kähler, Ludwig August;False;Text;"Filibert; Verfasser des Herrmann von Loebeneck";;;1775;1855
1333;Kahlert, Karl August Timotheus;False;Text;;;;1807;1864
1334;Kaiser, Johan Wilhelm;False;Graphik;;;;1813;1900
1335;Kaiser, Ludwig Friedrich;False;Graphik;;;;1779;1819
1336;Kalchberg, Johann Nepomuk von;False;Text;;;;1765;1827
1337;Kalisch, Ludwig;False;Text;;;;1814;1882
1338;Kalkreuth, Friedrich Ernst Adolf Karl von;False;Text;;;;1790;1847
1339;Kalliauer, Anton;False;Graphik;;;;1760;1827
1340;Kaltenbaeck, Johann Paul;False;Text;;;;1804;1852
1341;Kaltenbrunner, Karl Adam;False;Text;;;;1804;1867
1342;Kamiensky, Karoline Friederika;False;Text;;;;1755;1813
1343;Kamla, Heinrich Christian Friedrich;False;Text;;;;1792;1857
1344;Kanne, Friedrich August;False;Musik u. Text;;;;1778;1833
1345;Kannegiesser, Karl Friedrich Ludwig;False;Text;;;;1781;1861
1346;Kanngießer, Peter Friedrich;False;Text;;;;1774;1833
1347;Kant, Immanuel;False;Text;;;;1724;1804
1348;Kapf, Carl Gottlieb Heinrich;False;Text;;;;1772;1839
1349;Kapper, Siegfried;False;Text;;;;1821;1879
1350;Karcher, Anton;False;Graphik;;;;1760;1814
1351;Karschin, Anna Louisa;False;Text;Amarillis;;;1722;1791
1352;Kasthofer, Karl;False;Text;;;;1777;1853
1353;Kästner, Abraham Gotthelf;False;Text;;;;1719;1800
1354;Kate, Herman Frederik Carel ten;False;Graphik;;;;1822;1891
1355;Katzler, Vincenz;False;Graphik;;;;1823;1882
1356;Kauffer, Eduard Ernst Heinrich;False;Text;;;;1824;1874
1357;Kauffmann, Angelica;False;Graphik;;;;1741;1807
1358;Kaufmann, Alexander;False;Text;;;;1817;1893
1359;Kaulbach, Wilhelm von;False;Graphik;;;;1805;1874
1360;Kausch, Johann Joseph;False;Text u. Hrsg;;;;1751;1825
1361;Kayser, Albrecht Christoph;False;Text;;;;1756;1811
1362;Kayserling, M.;False;Text;;;;1829;
1363;Kazner, Johann Fridrich August;False;Text;;;;1732;1798
1364;Keck, Karl Heinrich Christian;False;Text;;;;1824;1895
1365;Kehrer, Christian Wilhelm Karl;False;Graphik;;;;1770;1869
1366;Kehrer, Karl Christian;False;Graphik;;;;1755;1833
1367;Keller, Georg;False;Graphik;;;;1568;1634
1368;Keller, Gottfried;False;Text;;;;1819;1890
1369;Keller, Heinrich;False;Text;"H. J. Burke; F. H. Thelo; Heinrich von Itzenloe";;;1771;1832
1370;Keller, Heinrich (2);False;Graphik;;;;1778;1862
1371;Kern, Matthäus;False;Graphik;;;;1801;1852
1372;Kerndörfer, Heinrich August;False;Text;"Isidor; Carlo Cosani";;;1769;1846
1373;Kerner, Justinus;False;Text;Spindelmann, der Recensent;;;1786;1862
1374;Kerner, Theobald;False;Text;;;;1817;
1375;Kernott, James;False;Graphik;;;;e. um 1850;
1376;Kerpen, Friedrich Hugo;False;Musik;;;;e. 1783;
1377;Kersten;False;Text;Florestin;;;e. 1826;
1378;Kessler, Aloys;False;Graphik;;;;1777;1820
1379;Keßler, Johann Martin Benjamin;False;Graphik;;;;1760;1823
1380;Kesteren, Christiaan Lodewyk van;False;Graphik;;;;1832;1897
1381;Kettel, Johann Georg;False;Text;;;;1789;1862
1382;Ketterlinus, Christian Wilhelm;False;Graphik;;;;1766;1803
1383;Keyser, Nicaise de;False;Graphik;;;;1813;1887
1384;Kilian, Philipp Andreas;False;Graphik;;;;1714;1759
1385;Kiltzer, Sebastian Wilhelm;False;Text;;;;1799;1864
1386;Kimpfel, Johann Christoph;False;Graphik;;;;1750;1805
1387;Kind, Friedrich;False;Text;Oscar;;;1768;1843
1388;Kind, Roswitha;False;Text;;;;1814;1843
1389;Kinderling, Johann Friedrich August;False;Text;;;;1743;1807
1390;Kininger, Vincenz Georg;False;Graphik;;;;1767;1851
1391;Kinkel, Gottfried;False;Text;;;;1815;1882
1392;Kinkel, Johanna;False;Text;;;;1810;1858
1393;Kirchner, Anton,;False;Text;;;;1779;1834
1394;Kirner, Johann Baptist;False;Graphik;;;;1806;1866
1395;Kirsten, Gotthelf Karl Friedrich;False;Musik;;;;e. 1795;>1805
1396;Klage, Karl;False;Musik;;;;1788;1850
1397;Klaproth, Auguste;False;Text;;;;1802;
1398;Klauber (Fam.);False;Graphik;;;;;
1399;Klein, Bernhard;False;Musik;;;;1793;1832
1400;Klein, Johann Adam;False;Graphik;;;;1792;1875
1401;Kleine, Isidor;False;Graphik;;;;1810;1844
1402;Kleist, Ewald Christian von;False;Text;;;;1715;1759
1403;Kleist, Franz Alexander von;False;Text;;;;1769;1797
1404;Kleist, Heinrich von;False;Text;;;;1777;1811
1405;Klencke, Caroline Luise von;False;Text;Tochter der Karschin;;;1754;1802
1406;Klesheim, Anton von;False;Text;;;;1816;1884
1407;Kletke, Hermann;False;Text u. Hrsg;;;;1813;1886
1408;Klieber, Eduard;False;Graphik;;;;1803;1879
1409;Klingemann, August;False;Text;;;;1777;1831
1410;Klingenbrunner, Wilhelm;False;Musik;;;;1782;
1411;Klinger, Friedrich Maximilian (von);False;Text;;;;1752;1831
1412;Klinger, Johann Georg;False;Graphik;;;;1764;
1413;Klinkicht, Georg Gabriel;False;Text;;;;1772;1804
1414;Klinsky, Johann Gottfried;False;Graphik;;;;1765;1828
1415;Klischnig, Karl Friedrich;False;Text;;;;1766;1824?
1416;Klöber und Hellscheborn, Karl Ludwig von;False;Text u. Hrsg;;;;1738;1795
1417;Klöden, Karl Friedrich;False;Graphik u. Sonst.;;;;1786;1856
1418;Klomp, Albert;False;Graphik;;;;1618;1688
1419;Klöntrup, Johann Aegidius;False;Text;;;;1755;1830
1420;Klopstock, Friedrich Gottlieb;False;Text;;;;1724;1803
1421;Klopstock, Margareta;False;Text;;;;1728;1758
1422;Klotz, Mattias;False;Graphik;;;;1748;1821
1423;Klug[e], Moritz;False;Graphik;;;;1802;
1424;Knapp, Albert;False;Text u. Hrsg;;;;1798;1864
1425;Knebel, Karl Ludwig von;False;Text;;;;1744;1834
1426;Kneisel, August;False;Graphik;;;;e. 1830 ff;
1427;Knigge, Adolf Franz Friedrich Ludwig von;False;Text;;;;1752;1796
1428;Knight, John Prescott;False;Graphik;;;;1803;1881
1429;Knoblauch auf Hatzbach, Karl von;False;Text;;;;1756;1794
1430;Knoll, Albert;False;Text;;;;1809;1843
1431;Knolle, Friedrich;False;Graphik;;;;1807;1877
1432;Knorring geb. Tieck gesch. Bernhardi, Sophie von;False;Text;;;;1775;1836
1433;Knüpfer, J. S. [auch J., J. C., J. G.];False;Graphik;;;;18. Jh.;
1434;Kobbe, Theodor Christian August von;False;Text;;;;1798;1845
1435;Kobell, Franz von;False;Text;;;;1803;1882
1436;Koberwein, Georg;False;Graphik;;;;1820;1876
1437;Koch, Karl Wilhelm;False;Text u. Hrsg;;;;1785;1860
1438;Kochen, Albrecht Heinrich Matthias;False;Text;;;;1776;1847
1439;Koelmann, Johan Philipp;False;Graphik;;;;1818;1893
1440;Köffinger, Johann Paul;False;Text;Raimund Walther;;;1786;1845
1441;Kohl, Clemens;False;Graphik;;;;1754;1807
1442;Köhler, Christian;False;Graphik;;;;1809;1861
1443;Köhler, Konrad Friedrich;False;Text;;;;1752;1838
1444;Kohn, Seligmann;False;Text;"F. Nork; Felix Adolf Korn; Spiritus lenis";;;1803;1850
1445;Kolb, Joseph Maximilian;False;Graphik;;;;e. > 1850;
1446;Kolbe, Carl Wilhelm (d. J.);False;Graphik;;;;1781;1853
1447;Kolisch, Sigmund;False;Text;;;;1816(?);
1448;Kölle, Christoph Friedrich Karl von;False;Text;;;;1781;1848
1449;Koller, Benedict Joseph von;False;Text;;;;1767;1817
1450;Kollmann, August Friedrich Christoph;False;Text u. Musik;;;;1756;1829
1451;Kollmann, Ignaz;False;Text;;;;1775;1837
1452;Kompert, Leopold;False;Text;;;;1822;1886
1453;König, Franz Niklaus;False;Graphik;;;;1765;1832
1454;König, Justus Christian Gottlieb;False;Text;;;;1756;1789
1455;Kopisch, August;False;Text;;;;1799;1853
1456;Köpken, Friedrich von;False;Text;;;;1737;1811
1457;Koraïs, Adamantios;False;Text;;;;1772;1833
1458;Körber, Philipp von;False;Text;;;;1812;1861
1459;Koreff, Johann Ferdinand;False;Text;Anthropos;;;1783;1851
1460;Korneck, Albert;False;Graphik;;;;1813;1905
1461;Körner, Theodor;False;Text;;;;1791;1813
1462;Korsinsky, Bernhard;False;Hrsg u. Text;;;;e. 1816;
1463;Kosegarten, Gotthard Ludwig Theobul;False;Text;;;;1758;1818
1464;Koska, Ferdinand;False;Graphik;;;;1808;1862
1465;Köstlin, Heinrich Gotthold;False;Text;Chrysalethes;;;1787;1859
1466;Köthe, Friedrich August;False;Text u. Hrsg;;;;1781;1850
1467;Kotterba, Carl;False;Graphik;;;;1800;1859
1468;Kotzebue, August Friedrich Ferdinand von;False;Text;Friedrich Germanus;;;1761;1819
1469;Kovatsch, Joseph;False;Graphik;;;;1799;1839
1470;Krafft, Johann August;False;Graphik;;;;1798;1829
1471;Krafft, Peter;False;Graphik;;;;1780;1856
1472;Krais, Friedrich Julius;False;Text;;;;1807;1878
1473;Krammer, Franz;False;Graphik;;;;1797;1834
1474;Kraus, Georg Melchior;False;Graphik;;;;1737;1806
1475;Kraus, Wenzel;False;Graphik;;;;1791;1849
1476;Krause, Wilhelm August Leopold Christian;False;Graphik;;;;1803;1864
1477;Krauseneck, Johann Christoph;False;Text;;;;1738;1799
1478;Krepp, Ignaz;False;Graphik;;;;1801;1853
1479;Krethlow, Johann Ferdinand;False;Graphik;;;;1767;1842
1480;Kretschmann, Karl Friedrich;False;Text;[Der Barde] Ringulph;;;1738;1809
1481;Kreul, Carl;False;Graphik;;;;1804;1867
1482;Kreuser, Johann Peter Balthasar;False;Text;Hans Wohlgemuth;;;1795;1870
1483;Kreutzer, Konradin;False;Musik;;;;1780;1849
1484;Krickeberg geb. Koch, Sophie Friederike;False;Text;;;;1770;1842
1485;Krickel, Joseph Adalbert;False;Text u. Hrsg;;;;1791;1847
1486;Kriehuber, Josef;False;Graphik;;;;1800;1876
1487;Krosigk, Ernestine von;False;Text;"Emma; Ernestine K.";;;1767;1843
1488;Kruft, Justine Wilhelmine von;False;Text;;;;1773;
1489;Krug (von Nidda), Friedrich Albert Franz;False;Text;;;;1776;1843
1490;Krüger, Anton;False;Graphik;;;;1795;1857
1491;Krüger, Ephraim Gottlieb;False;Graphik;;;;1756;1834
1492;Krüger, Franz;False;Graphik;;;;1797;1857
1493;Krukenberg, Karl;False;Graphik;;;;1794;1831
1494;Krummacher, Friedrich Adolf;False;Text;;;;1767;1845
1495;Krummacher, Friedrich Wilhelm;False;Text;;;;1796;1868
1496;Kruse, Laurids;False;Text;;;;1778;1840
1497;Krusemann van Elten, Hendrik Dirk;False;Graphik;;;;1828;1904
1498;Krusemann, Cornelis;False;Graphik;;;;1797;1857
1499;Krusemann, Jan Adam Janszoon;False;Graphik;;;;1804;1862
1500;Krust;False;Graphik;;;;e. 1792;
1501;Küffner, Abraham Wolfgang;False;Graphik;;;;1760;1817
1502;Kuffner, Christoph;False;Text;;;;1780;1846
1503;Kügelgen, Franz Gerhard von;False;Graphik;;;;1772;1820
1504;Kugler, Franz;False;Text;F. Th. Erwin;;;1808;1858
1505;Kühl, Gottdank Anton;False;Text;;;;17?;1811
1506;Kuhlau, Friedrich;False;Musik;;;;1786;1832
1507;Kuhn, Friedrich August;False;Text;;;;1784;1829
1508;Kuhn, Gottlieb Jakob;False;Text;;;;1775;1849
1509;Kühne, Friedrich Gustav;False;Text;;;;1806;1888
1510;Kumar, Joseph August;False;Text u. Hrsg;;;;1789;1818
1511;Kummer, Paul Gotthelf;False;Text;;;;1750;1835
1512;Kumpf, Johann Gottfried;False;Text;Ermin;;;1781;1862
1513;Kuntz, Karl;False;Graphik;;;;1770;1830
1514;Kuntz, Rudolf;False;Graphik;;;;1797;1848
1515;Kunze, Karl Heinrich;False;Musik;;;;e. 1793;1800
1516;Künzel, Heinrich;False;Text;;;;1810;1873
1517;Kunzen, Friedrich Ludwig Aemilius;False;Musik;;;;1761;1817
1518;Kurländer, Franz August von;False;Text;;;;1777;1836
1519;Kürnberger, Ferdninand;False;Text;;;;1821;1879
1520;Kurowski-Eichen, Friedrich von;False;Text u. Hrsg;;;;1780;
1521;Kurtz, Carl von;False;Graphik;;;;1817;1887
1522;Kurz, Georg Michael;False;Graphik;;;;1815;1883
1523;Kurz, Hermann;False;Text;;;;1813;1873
1524;Küttner, Karl August;False;Text;;;;1749;1800
1525;Kyaw, Ernst August Wilhelm von;False;Text;;;;1771;1821
1526;La Fontaine, Jean;False;Text;;;;1621;1695
1527;Laar, Jan Hendrik van de;False;Graphik;;;;1807;1874
1528;Lachner, Franz;False;Musik;;;;1803;1890
1529;Lackner, Johann Karl von;False;Text u. Hrsg u. Graphik;;;;e. 1790;
1530;Laer, Ferdinand von;False;Graphik;;;;e. 1828;1840
1531;Lafontaine, August Heinrich Julius;False;Text;;;;1758;1831
1532;Lafosse, Adolphe;False;Graphik;;;;~ 1810;1879
1533;Laguna, Johannes Alois Martini;False;Text;;;;1755;1824
1534;Lagusius, Nikolaus von;False;Text;;;;e. 1860;
1535;Lamartine, Alphonse Marie Louis de;False;Text;;;;1790;1869
1536;Lambert, Gebr.;False;Graphik;;;;;
1537;Lamen, Christoph Jacobsz. van der;False;Graphik;;;;~1606;1652
1538;Lamey, August;False;Text;;;;1772;1861
1539;Laminit, Paul Jakob;False;Graphik;;;;ca. 1773;1831
1540;Lampi, Johann Baptist (d. J.);False;Graphik;;;;1775;1837
1541;Landesmann, Heinrich;False;Text;"Hieronymus Lorm; Asmody junior";;;1821;1902
1542;Landfermann, Ludwig Dietrich Wilhelm;False;Text;;;;1800;1882
1543;Landseer, Edwin Henry;False;Graphik;;;;1802;1873
1544;Lanfranco, Giovanni;False;Graphik;;;;1582;1647
1545;Lang, Friedrich Karl;False;Text u. Graphik u. Musik u. Sonst.;A. Lindemann;;;1766;1822
1546;Langbein, August Friedrich Ernst;False;Text;;;;1757;1835
1547;Lange, Johannes Philippus;False;Graphik;;;;1810;1849
1548;Lange, Joseph;False;Graphik;;;;1751;18?
1549;Lange, Ludwig;False;Graphik;;;;1808;1868
1550;Lange, Samuel Gotthold;False;Text;;;;1711;1781
1551;Langen, Pauline Maria Julia von;False;Text;Theophania;;;1794;1853
1552;Langenschwarz, Maximilian Leopold;False;Text;;;;1801;>1867
1553;Langer, Anton;False;Text;;;;1824;1879
1554;Langer, Johann;False;Text;;;;1793;1858
1555;Langer, Karl Edmund;False;Text;;;;1819;
1556;Langer, Sebastian;False;Graphik;;;;1772;1841
1557;Langer, Theodor;False;Graphik;;;;1819;1895
1558;Langewiesche, Wilhelm;False;Text;W. Jemand;;;1807;1884
1559;Langlois, Vincent Marie (le jeune);False;Graphik;;;;1756;
1560;Langner, Leopold;False;Text;Alwin;;;e. 1817;1824
1561;Lappe, Karl Gottlieb;False;Text;;;;1773;1843
1562;Largillière, Nicolas de;False;Graphik;;;;1656;1746
1563;Lasinsky, Johann Adolf;False;Graphik;;;;1808;1871
1564;Lassalle, Émile;False;Graphik;;;;1813;1871
1565;Latilla, Eugenio;False;Graphik;;;;1800;>1859
1566;Latour, Alexandre de;False;Graphik;;;;1780;1858
1567;Laube, Heinrich;False;Text;;;;1806;1884
1568;Lauchery, Albert;False;Musik;;;;;1853
1569;Lauer, Nikolaus;False;Graphik;;;;e. 1795;1804
1570;Laufberger, Ferdinand Ludwig Wilhelm;False;Graphik;;;;1829;1881
1571;Lauffs, Leonhard;False;Text;Leofalus;;;1797;1876
1572;Laure, Jules;False;Graphik;;;;1806;1861
1573;Laurenz, Johann Daniel;False;Graphik;;;;1770;<1832
1574;Laurop, Christian Peter;False;Text u. Hrsg;;;;1772;1858
1575;Lautsch, Friedrich;False;Text;Alexis;;;1790;
1576;Lavater, Johann Kaspar;False;Text;;;;1741;1801
1577;Lavos, Joseph;False;Graphik;;;;1807;1848
1578;Lawätz, Heinrich Wilhelm;False;Text;"Joseph Gottfried Ehrenfall; Theodor Sklavenfeind";;;1748;1825
1579;Lawrence, Thomas;False;Graphik;;;;1769;1830
1580;Le Brun, Charles;False;Graphik;;;;1619;1690
1581;Le Keux, Henry;False;Graphik;;;;1787;1868
1582;Le Roy, Joseph;False;Graphik;;;;1768;1829
1583;Lebarbier, Jean Jacques François;False;Graphik;;;;1738;1826
1584;Lebrun, Carl;False;Text;;;;1792;1842
1585;Lecomte, Hippolyte;False;Graphik;;;;1781;1857
1586;Lehmann, Friedrich Adolph;False;Musik;;;;1768;1841
1587;Lehmann, Friedrich Leonhard;False;Graphik;;;;1787;18?
1588;Lehmann, Gottfried Arnold;False;Graphik;;;;1770;
1589;Lehr, Friedrich von;False;Text;;;;1780;1854
1590;Leichtlen, Ernst Julius;False;Text;;;;1791;1830
1591;Leisewitz, Johann Anton;False;Text;;;;1752;1806
1592;Leitner, Karl Gottfried von;False;Text;;;;1800;1890
1593;Leloir, Auguste;False;Graphik;;;;1809;1892
1594;Lemire, Noël;False;Graphik;;;;1724;1801
1595;Lenau, Nicolaus;False;Text;;;;1802;1850
1596;Lengerke, Cäsar von;False;Text;;;;1803;1855
1597;Lentner, Joseph Friedrich;False;Text;;;;1814;1852
1598;Lenz, Jakob Michael Reinhold;False;Text;;;;1751;1792
1599;Lenz, Karl Gotthold;False;Text;;;;1763;1809
1600;Lenz, Ludwig Friedrich;False;Text;;;;1717;1780
1601;Leon, Gottlieb von;False;Text;;;;1757;1832
1602;Leonardo. Vinci, Leonardo da;False;Graphik;;;;1452;1519
1603;Leonhardi, Friedrich Gottlieb;False;Text;;;;1757;1814
1604;Leonhardt-Lyser, Caroline. Auch: Pierson, Karoline;False;Text;R. Edmund Hahn;;;1811;1899
1605;Leopold, Franz Joseph;False;Graphik u. Text;;;;1783;1832
1606;Lepaulle, Guillaume;False;Graphik;;;;1804;1886
1607;Lepel, Bernhard von;False;Text;;;;1818;1885
1608;LePique, Johann Philipp;False;Text u. Hrsg;;;;1776;1815
1609;Lerius, Joseph Henri Francois van;False;Graphik;;;;1823;1876
1610;Lersch, J. H. Laurenz;False;Text;;;;1811;1849
1611;Leslie, Charles Robert;False;Graphik;;;;1794;1859
1612;Lesser, Ludwig;False;Text;Ludwig Liber;;;1802;1867
1613;Lessing, Gotthold Ephraim;False;Text;;;;1729;1781
1614;Lessing, Karl Friedrich;False;Graphik;;;;1808;1880
1615;Lessmann, Daniel;False;Text;;;;1794;1831
1616;Lesueur, Eustache;False;Graphik;;;;1617;1655
1617;Letteris, Max;False;Text;;;;1804;1871
1618;Leudner, Joseph;False;Graphik;;;;1813;1853
1619;Leuthold, Heinrich;False;Text;;;;1827;1879
1620;Leutrum-Ertingen, Adolf Friedrich Philipp von;False;Text;;;;1817;1861
1621;Leutze, Emanuel Gottlieb;False;Graphik;;;;1816;1868
1622;Levecq, Jacobus;False;Graphik;;;;1634;1675
1623;Levitschnigg, Heinrich von;False;Text;;;;1810;1862
1624;Lewald, August;False;Text;;;;1792;1871
1625;Lewald, Fanny;False;Text;Verfasserin der Jenny und Clementine;;;1811;1889
1626;Lewis, James;False;Graphik;;;;e. 1774/1800;
1627;Leybold, Gustav;False;Graphik;;;;1794;
1628;Leybold, Johann Friedrich;False;Graphik;;;;1755;1838
1629;Leybold, Karl Jacob Theodor;False;Graphik;;;;1786;1844
1630;Leygebe, Paul Carl;False;Graphik;;;;1664;>1730
1631;Lichtenberg, Georg Christoph;False;Text;;;;1742;1799
1632;Lichtensteger, Georg;False;Graphik;;;;1700;1781
1633;Lichtenstein, Martin Heinrich Karl;False;Text u. Hrsg;;;;1780;1857
1634;Lichtenstein, Ulrich von;False;Text;;;;1205;1275
1635;Lichtwer, Magnus Gottfried;False;Text;;;;1719;1783
1636;Liebe, Gottlob August;False;Graphik;;;;1746;1819
1637;Liebel, Ignaz;False;Text u. Hrsg;;;;1754;1820
1638;Lieber, Karl Wilhelm;False;Graphik;;;;1791;1861
1639;Liechtenstern, Joseph Max von;False;Graphik u. Sonst.;;;;1765;1828
1640;Liernur, Martinus Wilhelmus;False;Graphik;;;;e. 1895;
1641;Lindau, Dietrich;False;Graphik;;;;1799;1862
1642;Lindau, Wilhelm Adolf;False;Text;"Julius Lätus; Rudolf Wald; Josef Aldoni; Verfasser der Heliodora";;;1774;1849
1643;Lindenhahn, Andreas Christoph;False;Text;;;;1774;1836
1644;Lingelbach, Johannes;False;Graphik;;;;1622;1674
1645;Linger, Friedrich Wilhelm;False;Graphik;;;;1787;
1646;Lingg, Hermann;False;Text;;;;1820;
1647;Linhart, Anton;False;Text u. Hrsg;;;;1756;1795
1648;Linné, Karl von;False;Text;;;;1707;1778
1649;Lipowsky, Felix Josef;False;Text u. Hrsg;;;;1764;1844
1650;Lips, Johann Heinrich;False;Graphik;;;;1758;1817
1651;Lips, Johann Jakob;False;Graphik u. Text;;;;1791;1833
1652;Liszt, Franz;False;Musik;;;;1811;1886
1653;Liverseege, Henry;False;Graphik;;;;1803;1832
1654;Loder, Matthäus;False;Graphik;;;;1781;1828
1655;Loeben, Otto Heinrich von;False;Text;"Isidorus [orientalis]; GOHL";;;1786;1825
1656;Loeillot de Mars, K.;False;Graphik;;;;3 1832, 1862;
1657;Loeschenkohl, Johann Hieronymus;False;Graphik u. Hrsg;;;;;1807
1658;Loest, Heinrich Wilhelm;False;Text;"Anselm Friedank; Traugott Walther";;;1778;1848
1659;Loewe, Karl;False;Musik;;;;1796;1869
1660;Löflund, Franz Christian;False;Text u. Vrlgr;;;;1755;1827
1661;Logau, Friedrich von;False;Text;;;;1604;1655
1662;Lohbauer, Karl Philipp;False;Text u. Musik;;;;1777;1809
1663;Lohmann, Emilie Friederike Sophie;False;Text;;;;1774;1830
1664;Löhrer, Johann Gottlieb;False;Graphik;;;;1791;1840
1665;Longueil, Joseph de;False;Graphik;;;;1730;1792
1666;Loqueyssie, Emilie Lachau de;False;Graphik;;;;1793;1863
1667;Lortzing, Friedrich;False;Graphik;;;;1782;
1668;Lory, Gabriel;False;Graphik;;;;1763;1840
1669;Lossius, Kaspar Friedrich;False;Text;;;;1753;1817
1670;Loth, Johann Carl;False;Graphik;;;;1632;1698
1671;Löwe, Franz Ludwig Feodor;False;Text;;;;1816;1890
1672;Löwe, Johann Daniel Ludwig;False;Text;;;;1795;1871
1673;Lowe, Moses Samuel;False;Graphik;;;;1756;1831
1674;Löwen, Johann Friedrich;False;Text;;;;1727;1771
1675;Luck, Johann Peter Carl;False;Text;"Karl Hold; Carl Hold";;;1797;1868
1676;Lüdemann, Georg Wilhelm von;False;Text;Ernst Scherzlieb;;;1796;1863
1677;Lüderitz, Gustav;False;Graphik;;;;1803;1884
1678;Ludwig I. von Bayern;False;Text;;;;1786;1868
1679;Ludwig, Christiane Sophie;False;Text;;;;1764;1815
1680;Ludwig, Karl Friedrich Ernst;False;Text;;;;1773;1846
1681;Ludwig, Otto;False;Text;;;;1813;1865
1682;Lühe, Karl Friedrich von der;False;Text;;;;1752;1801
1683;Lühe, Karoline von der;False;Text;;;;1762 (n. a. 1755);
1684;Luini, Bernardino;False;Graphik;;;;um 1480;1532
1685;Lundens, Gerrit;False;Graphik;;;;1622;1683
1686;Lunteschütz, Jules [eig. Isaak];False;Graphik;;;;1822;1893
1687;Luther, Martin;False;Text;;;;1483;1546
1688;Lüthy, Urs Joseph;False;Text;;;;1765;1837
1689;Lütke, Ludwig Eduard;False;Graphik;;;;1801;1850
1690;Lütke, Peter Ludwig;False;Graphik;;;;1759;1831
1691;Luttringshausen, Johann Jakob;False;Graphik;;;;1777;1852
1692;Lutz, Markus;False;Text u. Hrsg;;;;1772;1835
1693;Maes, Nicalaes;False;Graphik;;;;1632;1693
1694;Magenau, Rudolf Friedrich Heinrich von;False;Text;;;;1767;1846
1695;Magnus, Eduard;False;Graphik;;;;1799;1872
1696;Mahlknecht, Karl;False;Graphik;;;;1810;1893
1697;Mahlmann, Siegfried August;False;Text;"Bittermann; Julius Heiter";;;1771;1826
1698;Mahnke, Karl;False;Graphik;;;;1764;1835
1699;Mailáth, Johann von;False;Text;;;;1786;1855
1700;Maillard, Ludwig;False;Graphik;;;;;1806
1701;Malbeste, Georges;False;Graphik;;;;1754;1843
1702;Malsburg, Ernst Friedrich Georg Otto von der;False;Text;;;;1786;1824
1703;Maltitz, Apollonius von;False;Text;;;;1795;1870
1704;Maltitz, Friedrich Franz von;False;Text;;;;1794;1857
1705;Maltitz, Gotthilf August von;False;Text;;;;1794;1837
1706;Malvieux, Paul;False;Graphik;;;;1763;1791
1707;Mandel, Eduard;False;Graphik;;;;1810;1882
1708;Mangot, Jakob;False;Graphik;;;;e. 1793;
1709;Mann, Alexander;False;Text;;;;e. 1800;1809
1710;Mann, Friedrich Theodor;False;Text;Julius Werden;;;e. 1803;
1711;Mann, Johann Karl Gottlieb;False;Text;;;;1766;1826
1712;Mansfeld, Johann Georg;False;Graphik;;;;1764;1817
1713;Mansfeld, Sebastian;False;Graphik;;;;1751;1816
1714;Manso, Johann Caspar Friedrich;False;Text;;;;1760;1826
1715;Maradan, Francois;False;Graphik;;;;e. 1800;
1716;Maratti, Carlo;False;Graphik;;;;1625;1713
1717;Mare de, Johannes;False;Graphik;;;;1806;1889
1718;Marées, Adolph de;False;Text;;;;1801;
1719;Marées, Johann Friedrich de;False;Text;Essra Edem zu Odessa;;;17661;1832
1720;Marggraff, Hermann;False;Text;;;;1809;1864
1721;Mariage, Louis Francois;False;Graphik;;;;e. 1785/1811;
1722;Marinari, Onorio;False;Graphik;;;;1627;1715
1723;Mark, Quirin;False;Graphik;;;;1753;1811
1724;Markó, Károly;False;Graphik;;;;1791;1860
1725;Marmontel, Jean Francois;False;Text;;;;1723;1799
1726;Marohn, Ferdinand;False;Graphik;;;;e. 1839/1842;
1727;Maron, Anton von;False;Graphik;;;;1733;1808
1728;Marot, Clément;False;Text;;;;1496;1544
