ID;NAME;ORGANISATION;BERUF;PSEUDONYM;ANMERKUNGEN;GND;Geburtsdatum;Sterbedatum
2149;Pynacker, Adam;False;Graphik;;;;1622;1673
2150;Pyrker von Oberwart, Johann Baptist Ladislav;False;Text;;;;1772;1847
2151;Qu. Horatius Flaccus;False;Text;;;;65;8 v. Chr.
2152;Quaglio, Domenico II.;False;Graphik;;;;1786;1837
2153;Quaglio, Lorenzo II.;False;Graphik;;;;1793;1869
2154;Queck, Johann Christian;False;Musik;;;;e. 1790;
2155;Quellinus, Erasmus;False;Graphik;;;;1607;1678
2156;Raab, Johann Leonhard;False;Graphik;;;;1825;1899
2157;Raabe, Josef;False;Graphik;;;;1780;1846
2158;Rabaut de St. Étienne, Jean-Paul;False;Text u. Hrsg;;;;1743;1793
2159;Rachette, Antoine Jacques Dominique;False;Graphik;;;;1744;1809
2160;Rächler geb. Ehrhardt, Elisa Charlotte;False;Text;;;;1789;1833
2161;Rademacher, F. E.;False;Graphik;;;;;
2162;Raffael. Santi, Raffaelo;False;Graphik;;;;1483;1520
2163;Rahbeck, Knud Lyne;False;Text;;;;1760;1830
2164;Rahl, Carl;False;Graphik;;;;1812;1865
2165;Rahl, Carl Heinrich;False;Graphik;;;;1779;1843
2166;Rähmel, Achaz Gottlieb;False;Graphik;;;;1732;1810
2167;Rahmel, August Wilhelm Leopold von;False;Text;;;;1749;1808
2168;Rahn, Caspar;False;Graphik;;;;1769;1840
2169;Rahn, Rudolf;False;Graphik;;;;1805;1868
2170;Rambach, Friedrich Eberhard;False;Text;"Hugo Lenz; Ottokar Sturm";;;1767;1826
2171;Ramberg, F.;False;Graphik;;;;;
2172;Ramberg, Johann Heinrich;False;Graphik;;;;1763;1840
2173;Ramdohr, Friedrich Wilhelm Basilius;False;Text;;;;1757;1822
2174;Ramler, Karl Wilhelm;False;Text;;;;1725;1798
2175;Randel, Johann Adolf Friedrich;False;Text;;;;1738;1793
2176;Ranftl, Mathias;False;Graphik;;;;1805;1854
2177;Range, Andreas;False;Graphik;;;;1862;1828
2178;Rank, Josef;False;Text;;;;1816;1896
2179;Rank, Joseph;False;Text;;;;1816;1896
2180;Rapp, Georg;False;Text;;;;1798;1868
2181;Rapp, Gottlob Heinrich;False;Text u. Graphik;;;;1761;1832
2182;Rapp, Heinrich von;False;Graphik;;;;1761;1832
2183;Rappaport, Moritz;False;Text;;;;1808;1880
2184;Rassmann, Christian Friedrich;False;Text;"Aristarchos; Hortensis Orlay; Zacheus, Hortensio";;;1772;1831
2185;Rathlef, Ernst Lorenz Michael;False;Text;;;;1742;1791
2186;Ratschky, Joseph Franz von;False;Text;;;;1757;1810
2187;Ratti, Eduard;False;Graphik;;;;1816;18?
2188;Rauch, Christian Daniel;False;Graphik u. Sonst.;;;;1777;1857
2189;Rauch, Ernst;False;Graphik;;;;1797;
2190;Rauch, Karl;False;Graphik;;;;1804;
2191;Raufseysen, Philipp Ernst;False;Text;;;;1743;1775
2192;Raumer, Friedrich von;False;Text;;;;1781;1873
2193;Raumer, Georg Wilhelm von;False;Text;;;;1800;1856
2194;Raupach, Ernst Benjamin Salomo;False;Text;;;;1784;1852
2195;Rauschenfels von Steinberg, Jakob;False;Graphik;;;;1779;1841
2196;Rautenkranz, Johann Wenzel;False;Text u. Hrsg;;;;;1830 (?)
2197;Rautert, Friedrich Wilhelm Alexander;False;Text;;;;1780;1858
2198;Reber, Balthasar;False;Text;;;;1805;1875
2199;Rebmann, Andreas Georg Friedrich von;False;Text u. Hrsg;;;;1768;1824
2200;Recke, Charlotte Elisabeth von der;False;Text;"Elise; Elisa";;;1756;1833
2201;Reclam, Frédéric;False;Graphik;;;;1734;1774
2202;Redwitz, Oskar von;False;Text;;;;1823;1891
2203;Rehberg, Friedrich;False;Graphik;;;;1758;1835
2204;Rehbinder, Nicolai von;False;Text;;;;1823;1876
2205;Rehfues, Philipp Joseph von;False;Text;;;;1779;1843
2206;Reiberstorffer, Julius (auch D. F.);False;Text u. Hrsg.;;;;1815;1848
2207;Reichard, Christian Gottlieb;False;Graphik u. Sonst.;;;;1758;1837
2208;Reichard, Heinrich August Ottokar;False;Text;;;;1751;1828
2209;Reichardt geb. Benda, Juliane;False;Musik;;;;1752;1783
2210;Reichardt, Johann Friedrich;False;Musik u. Text;;;;1752;1814
2211;Reichardt, Luise;False;Musik;;;;1780;1826
2212;Reil, Johann Anton Friedrich;False;Text;;;;1773;1843
2213;Rein, Joseph Friedrich;False;Graphik;;;;1720;1785
2214;Reinagle, Hugh;False;Graphik;;;;1790;1834
2215;Reinbeck, Georg von;False;Text;;;;1766;1849
2216;Reindahl, Elise;False;Text;"auch: Johanna; geb. Kullmann, Rullmann, Rellmann";;;1780 (auch 1776, 1788);1825
2217;Reindel, Albert Christoph;False;Graphik;;;;1784;1853
2218;Reinecke, Leopold Karl;False;Musik;;;;1774;1820
2219;Reinermann, Friedrich Christian;False;Graphik;;;;1764;1835
2220;Reinhard, Karl;False;Text;;;;1769;1840
2221;Reinhard, Karl Friedrich von;False;Text;;;;1761;1837
2222;Reinhardt, Friederike;False;Text;Lina Reinhardt;;;1770;1843
2223;Reinhardt, Karl Heinrich Leopold;False;Text;;;;1771;1824
2224;Reinhart, Johann Christian;False;Graphik u. Hrsg;;;;1761;1847
2225;Reinhold, Heinrich;False;Graphik;;;;1788;1825
2226;Reinhold, Johann Friedrich Leberecht;False;Graphik;;;;1744;1807
2227;Reinick, Robert;False;Text u. Graphik;;;;1805;1852
2228;Reinsberg, Ida von;False;Text;Thekla;;;1815;1876
2229;Reinwald, Wilhelm Friedrich Hermann;False;Text;;;;1737;1815
2230;Reißiger, Karl Gottlieb;False;Musik;;;;1798;1859
2231;Reithard, Johann Jakob;False;Text;;;;1805;1857
2232;Reitzenstein, Franziska von;False;Text;"Franz von Nemmersdorf; Franziska Nyß";;;1834;1896
2233;Rellstab, Ludwig;False;Text;;;;1799;1860
2234;Rembrandt. Rijn, Rembrandt Harmenszoon van;False;Graphik;;;;1606;1669
2235;Remekházy, Josephine von;False;Text;;;;1809;1864
2236;Renard, Johann;False;Graphik;;;;1772;1814
2237;Reni, Guido;False;Graphik;;;;1575;1642
2238;Renn, Paul;False;Text;;;;1806;1860
2239;Rensch, Friedrich;False;Graphik;;;;1792;1856
2240;Repton, Humphrey;False;Graphik;;;;1752;1818
2241;Rese, Johann Carl August;False;Text;Giulio;;;1783;1847
2242;Retzer, Joseph Friedrich von;False;Text;;;;1754;1824
2243;Retzsch, August;False;Graphik;;;;1777;1835
2244;Retzsch, Moritz;False;Graphik;;;;1779;1857
2245;Reuling, Wilhelm;False;Musik;;;;1802;
2246;Reumont, Alfred von;False;Text;;;;1808;1887
2247;Reynolds, Joshua;False;Graphik;;;;1723;1792
2248;Rheiner, Christoph;False;Graphik;;;;1784;1866
2249;Rhomberg, Hanno;False;Graphik;;;;1820;1869
2250;Ribera, Jusepe;False;Graphik;;;;1590;1652
2251;Richard, Fleury Francois;False;Graphik;;;;1777;1852
2252;Richter, Christian Gottlob;False;Graphik;;;;1759;1830
2253;Richter, Henry James;False;Graphik;;;;1772;1857
2254;Richter, Johann Paul Friedrich;False;Text;Jean Paul;;;1763;1825
2255;Richter, Johann Salomon;False;Graphik;;;;1761;1798
2256;Richter, Joseph;False;Text u. Hrsg;"Obermayr; Pater Hilarion; Verfasser der Eipeldauer Briefe";;;1749;1813
2257;Richter, Ludwig;False;Graphik;;;;1803;1884
2258;Richthofen, Julie von;False;Text;;;;1785;1840
2259;Rider, Alexander;False;Graphik;;;;;
2260;Ridley, William;False;Graphik;;;;1764;1838
2261;Riedel, August;False;Graphik;;;;1799;1883
2262;Riedel, Karl Traugott;False;Graphik;;;;1769;>1832
2263;Rieder, Ambrosius;False;Musik;;;;1771;1855
2264;Rieder, Wilhelm August;False;Graphik;;;;1796;1880
2265;Riem, Friedrich Wilhelm;False;Musik;;;;1779;1857
2266;Riemer, Friedrich Wilhelm;False;Text;Silvio Romano;;;1774;1845
2267;Riepenhausen, Ernst Ludwig;False;Graphik;;;;1765;1840
2268;Riepenhausen, Franz;False;Graphik;;;;1786;1831
2269;Riepenhausen, Johannes;False;Graphik;;;;1788;1860
2270;Ries, Georg Wilhelm Otto von;False;Text;;;;1763;1846
2271;Riese, Friedrich Wilhelm;False;Text u. Hrsg;Wilhelm Friedrich;;;1805;1879
2272;Rietschel, Ernst Friedrich August;False;Graphik;;;;1804;1861
2273;Rigas Velestinlis, Konstantinos;False;Text;;;;1753;1798
2274;Righini, Vincenzo;False;Musik;;;;1756;1812
2275;Ring, Max;False;Text;;;;1817;
2276;Ringk, Johann Samuel;False;Graphik;;;;;1814
2277;Rist, Christoph;False;Graphik;;;;1790;1876
2278;Rist, Gottfried;False;Graphik;;;;1789;1824
2279;Ritter, Heinrich Wilhelm;False;Graphik;;;;;1856
2280;Ritter, Henry;False;Graphik;;;;1816;1853
2281;Ritter, Karl;False;Text;;;;1779;1859
2282;Rittler, Franz;False;Text;;;;1782;1837
2283;Rizos-Nerulos, Jakowakis;False;Text;;;;1778;1850
2284;Robert, Ernst Friedrich Ferdinand;False;Graphik;;;;1763;1843
2285;Robert, Léopold;False;Graphik;;;;1794;1835
2286;Robert, Ludwig;False;Text;;;;1778;1832
2287;Roberts, David;False;Graphik;;;;1796;1864
2288;Robertson, Andrew;False;Graphik;;;;1777;1845
2289;Robinson, John Henry;False;Graphik;;;;1796;1871
2290;Robinson, Therese Albertine Louise;False;Text;Talvi, Talvj;;;1797;1870
2291;Rochefoucauld(t), Francois de la;False;Text;;;;1613;1680
2292;Rochlitz, Johann Friedrich;False;Text;;;;1770;1842
2293;Röckel, Wilhelm;False;Graphik;;;;1801;1843
2294;Rode, Bernhard;False;Graphik;;;;1725;1797
2295;Rodenberg, Julius;False;Text;;;;1831;1914
2296;Roeder, Otto Ludwig Wilhelm von;False;Text;Archibald;;;1755;
2297;Roger, Barthélemy;False;Graphik;;;;1767;1841
2298;Rogge, Friedrich Wilhelm;False;Text;;;;1808;1889
2299;Rohbock, Ludwig;False;Graphik;;;;e. 1853;
2300;Rokert, August;False;Hrsg;;;;1775;1855
2301;Rolffsen, Franz Nikolaus;False;Graphik;;;;um 1719;1802
2302;Roller, Franz Anton;False;Musik u. Sonst.;;;;1775;1844
2303;Röller, Gottfried Günther;False;Text;;;;1783;1840
2304;Rollett, Hermann;False;Text;;;;1819;
2305;Rolls, Charles;False;Graphik;;;;e. 1838/51;
2306;Römer, Johann Jacob;False;Text;;;;1763;1819
2307;Romney, John;False;Graphik;;;;1786;1863
2308;Roquette, Otto;False;Text;;;;1824;1896
2309;Rordorf, Alexander;False;Graphik;;;;1820;
2310;Rosée, Christian;False;Graphik;;;;1804;
2311;Rösel, Johann Gottlob Samuel;False;Graphik;;;;1768;1843
2312;Rosenberg, Friedrich;False;Graphik;;;;1758;1833
2313;Rosenberg, Johann Carl Wilhelm;False;Graphik;;;;1773;
2314;Rosenkranz, Karl;False;Text;;;;1805;1879
2315;Ross, Willliam Charles;False;Graphik;;;;1794;1860
2316;Rosselli, Matteo;False;Graphik;;;;1578;1650
2317;Rößler, Karl Hugo;False;Text;"Karl Rain; Karl Hugo; Carl Hugo";;;1801;1866
2318;Rossmäßler, Friedrich;False;Graphik;;;;1775;1858
2319;Rossmäßler, Johann Adolf;False;Graphik;;;;1770;1821
2320;Rossmäßler, Johann August;False;Graphik;;;;1752;1783
2321;Rosso, Giovanni Battista di Jacopo di Guasparre;False;Graphik;;;;1494;1540
2322;Rotari, Pietro Antonio Conte;False;Graphik;;;;1707;1762
2323;Rothpletz, Anna;False;Text;"Verfasserin der Bilder des Lebens; Rosalie Müller";;;1786;1841
2324;Rotteck, Karl Wenzeslaus von;False;Text;;;;1775;1840
2325;Rouargue, Emile;False;Graphik;;;;1795;1865
2326;Rouget de l'Isle, Claude Joseph;False;Text;;;;1760;1836
2327;Rousseau, Jean Jaques;False;Text;;;;1712;1778
2328;Rousseau, Johann Baptist;False;Text;"Albano; Peregrinus; Rothbarts Schüler; F. Saalmüller";;;1802;1867
2329;Roux, Johann Friedrich Wilhelm Theodor;False;Graphik;;;;1806;1880
2330;Roux, Karl;False;Graphik;;;;1826;1894
2331;Ruben, Christian;False;Graphik;;;;1805;1875
2332;Rubens, Peter Paul;False;Graphik;;;;1577;1640
2333;Rubio, Luigi;False;Graphik;;;;1797 od. 1808;
2334;Rublack, Karl Friedrich August;False;Text u. Hrsg;;;;1787;1854
2335;Rückert, Friedrich;False;Text;"Fr. Rikard; Freimund Raimar; Freimund Reimar";;;1788;1866
2336;Ruckstuhl, Karl Joseph;False;Text;;;;1788;1831
2337;Rudhart, Georg Thomas von;False;Text u. Hrsg.;;;;1792;1860
2338;Rudolphi, Karoline Christiane Luise;False;Text;;;;1750;1811
2339;Ruge, Arnold;False;Text;;;;1802;1880
2340;Ruhl, Ludwig Sigismund;False;Text;;;;1794;1887
2341;Rühle von Lilienstern, Johann Jakob Otto August;False;Text;;;;1780;1847
2342;Rühs, Christian Friedrich;False;Text u. Hrsg;;;;1781;1820
2343;Ruisdael, Jacob Isaakszoon;False;Graphik;;;;1628;1682
2344;Rüling, Georg Ernst von;False;Text;;;;1748;1807
2345;Rumohr, Karl Friedrich Ludwig Felix von;False;Text;;;;1785;1843
2346;Runge, Philipp Otto;False;Graphik u. Text;;;;1777;1810
2347;Ruperti, Friedrich;False;Text;;;;1806;1867
2348;Ruppius, Otto;False;Text;;;;1819;1864
2349;Rupprecht, Friedrich Carl;False;Graphik;;;;1779;1831
2350;Rupprecht, Johann Baptist;False;Text;;;;1776;1846
2351;Russ, Clementine;False;Graphik;;;;1810;1850
2352;Russ, Karl;False;Graphik;;;;1779;1843
2353;Ruß, Leander;False;Graphik;;;;1779;1864
2354;Rust, Friedrich Wilhelm;False;Musik;;;;1739;1796
2355;Rustige, Heinrich Franz Gaudenz von;False;Graphik u. Text;;;;1810;1900
2356;Ryall, Henry Thomas;False;Graphik;;;;1811;1867
2357;Saar, Karl von;False;Graphik;;;;1797;1853
2358;Sacchi, Andrea;False;Graphik;;;;1599;1661
2359;Sachs, Hans;False;Text;;;;1494;1576
2360;Saftleven, Herman (III.);False;Graphik;;;;1609;1685
2361;Sagert, Hermann;False;Graphik;;;;1822;1889
2362;Sahn, Johann Heinrich;False;Text u. Hrsg;;;;1767;1835
2363;Saler, Otto Christian;False;Graphik;;;;1723;1810
2364;Salieri, Antonio;False;Musik;;;;1750;1823
2365;Salis-Seewis, Johann Gaudenz von;False;Text;;;;1762;1834
2366;Sallet, Friedrich von;False;Text;;;;1812;1843
2367;Salt, Henry;False;Graphik;;;;1780;1827
2368;Salzmann, Christian Gotthilf;False;Text;;;;1744;1811
2369;Salzmann, Johann Daniel;False;Text u. Hrsg;;;;1722;1812
2370;Sambach, Christian;False;Graphik;;;;1761;1797 (1799)
2371;Sander, Levin Christian;False;Text;;;;1756;1819
2372;Sander, Wilhelm;False;Graphik;;;;1766;1836
2373;Sandhaas, Josef;False;Graphik;;;;1747;1828
2374;Sangerhausen, Christoph Friedrich;False;Text;;;;1740;1802
2375;Sangster, Samuel;False;Graphik;;;;1804;1872
2376;Sannens, Friedrich Karl;False;Text;;;;1751;1850
2377;Saphir, Moritz Gottlieb (eigtl. Moses);False;Text;;;;1795;1853
2378;Saphir, Sigmund;False;Text u. Hrsg;;;;1806;1866
2379;Sappho;False;Text;;;;~ 600 v. Chr.;
2380;Sarazin de Belmont, Louise Joséphine;False;Graphik;;;;1790;1870
2381;Sarrazin, August Anton;False;Text;;;;1785;1858
2382;Sarto, Andrea del;False;Graphik;;;;1486;1530
2383;Sartori, Franz;False;Text;;;;1782;1832
2384;Sartorius, Georg;False;Text;;;;1765;1828
2385;Sauerwein, Johann Wilhelm;False;Text;;;;1803;1847
2386;Saunders, George Lethbridge;False;Graphik;;;;1774;1846
2387;Sauter, Ferdinand;False;Text;;;;1804;1854
2388;Sautter, Samuel Friedrich;False;Text;;;;1766;1846
2389;Sayn-Wittgenstein-Berleburg, Emil von;False;Text;;;;1824;1878
2390;Schack, Adolph Friedrich von;False;Text;;;;1815;1894
2391;Schad, Aquilin;False;Graphik;;;;1815;
2392;Schad, Christian Konrad;False;Text u. Hrsg;;;;1821;1871
2393;Schaden, Adolph von;False;Text u. Hrsg;;;;1791;1840
2394;Schadow, Gottfried;False;Graphik u. Sonst.;;;;1764;1850
2395;Schadow, Wilhelm;False;Graphik;;;;1788;1862
2396;Schäffer, Eugen Eduard;False;Graphik;;;;1802;1871
2397;Schäffer, Johann Christian Heinrich;False;Text;;;;1753;1833
2398;Schalcken, Gottfried;False;Graphik;;;;1643;1706
2399;Schaller, Gottfried Jakob;False;Text;;;;1762;1831
2400;Schanz, Julius August;False;Text;;;;1828;
2401;Schanz, Pauline;False;Text;;;;1828;
2402;Schatz, Georg;False;Text;;;;1763;1795
2403;Schätzig, Adolf;False;Graphik;;;;e. 1836;
2404;Schauenburg, Karl Hermann;False;Text;;;;1819;1876
2405;Schefer, Leopold;False;Text;"Leopold Bornitz; Dr. Leopold Bornitz";;;1784;1862
2406;Scheffel, Joseph Victor von;False;Text;;;;1826;1886
2407;Scheffer, Ary;False;Graphik;;;;1795;1858
2408;Scheffer, Henry;False;Graphik;;;;1798;1862
2409;Scheffner, Johann George;False;Text u. Hrsg;;;;1736;1820
2410;Scheffner, Johann Gottfried;False;Graphik;;;;1765;1825
2411;Schelfhout, Andreas;False;Graphik;;;;1787;1870
2412;Schellenberg geb. Biedermann, Esther;False;Text;E. Sch.;;;e. 1818;
2413;Schellenberg, Johann Rudolf;False;Graphik;;;;1740;1806
2414;Schellhorn, Christoph Veit;False;Graphik;;;;1800;1850
2415;Schelling, Friedrich Wilhelm Joseph von;False;Text;Bonaventura;;;1775;1854
2416;Schenau, Johann Eleazar;False;Graphik;;;;1737;1806
2417;Schendel, Petrus van;False;Graphik;;;;1806;1870
2418;Schenk, Eduard von;False;Text;;;;1788;1841
2419;Schenk, Johann;False;Musik;;;;1761;1836
2420;Schenk, Karl Wilhelm;False;Graphik;;;;1780;1827
2421;Schenkendorf, Gottlob Ferdinand Maximilian von;False;Text;;;;1783;1817
2422;Schenkl, Johann Baptist;False;Text u. Hrsg;;;;1767;1834
2423;Scherenberg, Christian Friedrich;False;Text;;;;1798;1881
2424;Scherer, Georg;False;Text;;;;1828;1909
2425;Scheurlin, Georg;False;Text;;;;1802;1872
2426;Scheurmann, Jakob;False;Graphik;;;;1770;1844
2427;Scheyrer, Ludwig;False;Text;;;;1811;1874
2428;Schiavoni, Felice;False;Graphik;;;;1803;1881
2429;Schiavoni, Natale;False;Graphik;;;;1777;1858
2430;Schicht, Johann Gottfried;False;Text;;;;1753;1823
2431;Schick, Gottlieb;False;Graphik;;;;1776;1812
2432;Schiebeler, Daniel;False;Text;;;;1741;1771
2433;Schier, Christian Samuel;False;Text u. Hrsg;;;;1791;1824
2434;Schiessler, Sebastian Willibald;False;Text u. Hrsg;"Bellvoglio; Justus Hilarius";;;1791;1867
2435;Schiff, David Hermann;False;Text;"Isaak Bernays; Heinrich Freese";;;1801;1867
2436;Schiffer, Anton;False;Graphik;;;;1811;1876
2437;Schikaneder, Karl;False;Text;;;;1770;1845
2438;Schilbach, Johann Heinrich;False;Graphik;;;;1798;1851
2439;Schiller, Friedrich;False;Text;;;;1759;1805
2440;Schilling, Friedrich Gustav;False;Text;;;;1766;1839
2441;Schimper, Karl Friedrich;False;Text;;;;1803;1867
2442;Schindelmeyer, Karl Robert;False;Graphik;;;;1769;1839
2443;Schindler, Albert;False;Graphik;;;;1805;1861
2444;Schindler, Alexander Julius;False;Text;;;;1818;1885
2445;Schindler, Franz V.;False;Text;;;;1818;
2446;Schindler, Johann Josef;False;Graphik;;;;1777;1836
2447;Schink, Johann Friedrich;False;Text;Fritz Grillengroll;;;1755;1835
2448;Schinkel, Karl Friedrich;False;Graphik u. Sonst.;;;;1781;1841
2449;Schirges, Georg Gottlieb;False;Text;;;;1811;1879
2450;Schisling, Franz;False;Text;;;;1793;
2451;Schlecht, Leopold;False;Text;G. Carril;;;1797;1866
2452;Schlechta von Wschehrd, Camillo Franz Karl Adam;False;Text;Camillo Hell;;;1822;1880
2453;Schlechta, Franz von;False;Text;;;;e 1825;
2454;Schlechter, Anton Joseph;False;Text;Hugo vom Schwarzthale;;;e. 1833;
2455;Schlegel, August Wilhelm;False;Text;Inhumanus;;;1767;1845
2456;Schlegel, Friedrich;False;Text;;;;1772;1829
2457;Schleich, Adrian;False;Graphik;;;;1812;1894
2458;Schleich, Johann Carl;False;Graphik;;;;1759;1842
2459;Schleiermacher, Andreas August Ernst;False;Text;;;;1787;1858
2460;Schleiermacher, Friedrich;False;Text;;;;1768;1834
2461;Schleifer, Matthias Leopold;False;Text;;;;1771;1842
2462;Schlenkert, Friedrich Christian;False;Text;;;;1757;1826
2463;Schlesinger, Heinrich;False;Graphik;;;;1814;>1871
2464;Schleuen, J. W.;False;Graphik;;;;e.;~ 1793
2465;Schleuen, Johann David (d. Ä.);False;Graphik;;;;e. 1740;1774
2466;Schlez, Friederike Dorothea;False;Text;;;;1764;1838
2467;Schlez, Johann Ferdinand;False;Text;;;;1759;1839
2468;Schlichtkrull, Aline von;False;Text;;;;1832;1863
2469;Schlick, Gustav;False;Graphik;;;;1804;1869
2470;Schlieben, Wilhelmine Louise Elisabeth von;False;Text;;;;1765;1852
2471;Schlippenbach, Albert Ernst Ludwig Karl von;False;Text;;;;1800;1886
2472;Schlippenbach, Ulrich von;False;Text;;;;1774;1826
2473;Schloenbach, Karl Arnold;False;Text;;;;1807;1866
2474;Schlosser, Johann Georg;False;Text;;;;1739;1799
2475;Schlotterbeck, Wilhelm Friedrich;False;Graphik;;;;1777;1819
2476;Schlotthauer, Joseph;False;Graphik;;;;1789;1869
2477;Schlüter, Johann Christoph;False;t+;;;;1767;1841
2478;Schmelka, Heinrich Ludwig;False;Text;;;;1772;1837
2479;Schmerfeld, Johann Daniel;False;Graphik;;;;1774;1811
2480;Schmid, Christian Heinrich;False;Text;;;;1746;1800
2481;Schmid, Siegfried;False;Text;;;;1774;1860
2482;Schmidt-Phiseldeck, Konrad Friedrich von;False;Text;;;;1770;1832
2483;Schmidt, August;False;Text u. Hrsg u. Mus;;;;e. 1838;1840
2484;Schmidt, Friedrich Ludwig;False;Hrsg;;;;1772;1841
2485;Schmidt, Friedrich Wilhelm August (von Werneuchen);False;Text;;;;1764;1838
2486;Schmidt, Georg Philipp (von Lübeck);False;Text;;;;1766;1849
2487;Schmidt, Heinrich;False;Text;;;;1779;1857
2488;Schmidt, Heinrich Friedrich Thomas;False;Graphik;;;;1780;
2489;Schmidt, Jakob Friedrich;False;Text;;;;1730;1796
2490;Schmidt, Johann Ernst Christian;False;Text;;;;1772;1831
2491;Schmidt, Klamer Eberhard Karl;False;Text;Franz Maßlieben;;;1746;1824
2492;Schmidt, Siegfried;False;Musik;;;;1756;1799
2493;Schmidt, Wilhelm Ludwig;False;Text;;;;1787;1855
2494;Schmieder, Heinrich Gottlob;False;Text;;;;1763;1828
2495;Schmiedtgen, Johann Gottfried Daniel;False;Text;;;;1766;1816
2496;Schmit, Friedrich;False;Text;;;;1744;1814
2497;Schmittbauer, Josef Alois;False;Musik u. Text;;;;1718;1809
2498;Schmohl, Johann Christian;False;Text;;;;1756;1783
2499;Schneider, Eulogius;False;Text;;;;1756;1794
2500;Schneider, Friedrich;False;Musik;;;;1786;1853
2501;Schneider, Georg Abraham;False;Musik;;;;1770;1839
2502;Schneider, Johann Georg Wilhelm;False;Musik;;;;1781;1811
2503;Schneider, Karl Agnell;False;Text;;;;1766;1835
2504;Schneider, Ludwig;False;Text;;;;1805;1878
2505;Schneider, Sebastian Roderich;False;Text;;;;e. 1834;
2506;Schnell, Ludwig Friedrich;False;Graphik;;;;1790;1834
2507;Schneller, Christian;False;Text;;;;1831;
2508;Schneller, Franz Julius Borgias;False;Hrsg u. Text;;;;1776;1833
2509;Schnerr, Johann Jakob;False;Text;;;;1788;1860
2510;Schnetzler, Franz Xaver;False;Text;;;;1766;
2511;Schnezler, August;False;Text;;;;1809;1853
2512;Schnorr von Carolsfeld, Hans Veit;False;Graphik u. Text;;;;1764;1841
2513;Schnorr von Carolsfeld, Julius;False;Graphik;;;;1794;1872
2514;Schnorr von Carolsfeld, Ludwig Ferdinand;False;Graphik;;;;1788;1853
2515;Schnyder von Wartensee, Xaver;False;Text;;;;1786;1868
2516;Schober, Franz von;False;Text;;;;1798;1882
2517;Schoeller, Johann Christian;False;Graphik;;;;1782;1851
2518;Schöll, Gustav Adolf;False;Text;;;;1805;1882
2519;Scholz, Joseph Heinrich;False;Text u. Hrsg;;;;1778;1811
2520;Schön, Friedrich Wilhelm;False;Graphik;;;;1810;1868
2521;Schönfeld, Franz Thomas von;False;Text;Moses Dobruska;;;1753;1793
2522;Schönfeld, Johann Philipp;False;Musik;;;;1742;
2523;Schonhofer, Sebald;False;Graphik;;;;um 1360;
2524;Schönn, Alois;False;Graphik;;;;1826;1897
2525;Schoonjans, Anthoni;False;Graphik;;;;1655;1726
2526;Schopenhauer, Adele;False;Text u. Graphik;;;;1797;1849
2527;Schopenhauer, Johanna Henriette;False;Text;;;;1766;1838
2528;Schöpfer, Franziska;False;Graphik;;;;1763;1836
2529;Schöpflin, August Friedrich;False;Graphik;;;;1771;
2530;Schopin. Chopin, Henri Frédéric;False;Graphik;;;;1804;1880
2531;Schoppe, Amalie Emma Sophie Katharine;False;Text;;;;1791;1858
2532;Schotel, Johannes Christianus;False;Graphik;;;;1787;1838
2533;Schottky, Julius Max;False;Text;;;;1794;1849
2534;Schrag, Johann Leonhard;False;Text u. Vrlgr;;;;;
2535;Schrämbl, Franz Anton;False;Text u. Hrsg;;;;1751;1803
2536;Schramm, Johann Michael;False;Graphik;;;;1772;1835
2537;Schraudolph, Johann von;False;Graphik;;;;1808;1879
2538;Schreiber, Aloys Wilhelm;False;Text;;;;1761;1841
2539;Schreiber, Christian;False;Text;;;;1781;1857
2540;Schreiber, Rudolf;False;Text;Rudolf Reither;;;1818;
2541;Schreyvogel, Joseph;False;Text;"C. A. West; Karl August West; Thomas West; West";;;1768;1832
2542;Schröder, Friedrich Ulrich Ludewig;False;Text;;;;1744;1816
2543;Schröder, Johann Heinrich;False;Graphik;;;;1757;1812
2544;Schrödter, Adolf;False;Graphik;;;;1805;1875
2545;Schröer, Karl Julius;False;Text;Karl Julius;;;1825;1900
2546;Schröer, Tobias Gottfried;False;Text;"Pius Desiderus; Christian Oeser";;;1791;1850
2547;Schroeter, Constantin;False;Graphik;;;;1795;1835
2548;Schröter, Johann Friedrich;False;Graphik;;;;1770;1836
2549;Schrotzberg, Franz;False;Graphik;;;;1811;1889
2550;Schubart, Christian Friedrich Daniel;False;Text;;;;1739;1791
2551;Schubart, Henriette;False;Text;;;;1771;1831
2552;Schubert, Friedrich Wilhelm;False;Text;;;;1788;1856
2553;Schubert, Johann David;False;Graphik;;;;1761;1822
2554;Schücking geb. von Gall, Luise;False;Text;;;;1814;1855
2555;Schücking, Christoph Bernhard;False;Text;;;;1753;1778
2556;Schücking, Clemens August Joseph Maria;False;Text;;;;1759;1790
2557;Schücking, Levin;False;Text;;;;1814;1883
2558;Schule, Albert;False;Graphik;;;;1801;1875
2559;Schule, Christian;False;Graphik;;;;1764;1816
2560;Schuler, Charles Auguste;False;Graphik;;;;1804;1859
2561;Schuler, Charles Louis;False;Graphik;;;;1785;1852
2562;Schuler, Edouard;False;Graphik;;;;1806;1882
2563;Schulheim, Hyacinth von;False;Text;;;;1815;1875
2564;Schulin, Carl;False;Graphik;;;;e. 1838/1848;
2565;Schultes, Joseph August;False;Text;;;;1773;1831
2566;Schultes, Karl;False;Text;;;;1822;1904
